,res_sdebt_neg,bank_lev_diff,bank_ldr_diff,sbank_lev_diff,nbank_ratio,hc_gdp_diff,ldr_hl,cc_gdp_diff,ldr_cp,kb_hp_pchg,kb_hp_mt_pchg,kb_hp_se_pchg,bcs_ap_pchg,bcs_ap_mt_pchg,bcs_ap_se_pchg,uhi_se_pchg,uhi_ic_pchg,uhi_gg_pchg,cd_sp_diff,cp_sp_diff,sr_sp_diff,tp_sp_neg_diff,cb_kb_diff,fi_kb_diff,stock_cmax,bank_mv,er_mv,secu_mv,ins_mv,kosdaq_cmax,gdp_growth_neg,cei_growth_neg,ipi_growth_neg,ffr,us_cds_diff,us_cps_diff,dow_cmax,vix,move,epu_pchg,epu_tp_pchg,esi_pchg_neg,nsi_pchg_neg
1997-07-31,-452.725350105408,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,0.0017486342369181,0.0019885114032971,0.002169372144736,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,-1.0,-0.0,-0.0026437541308657,5.557391304347826,1.037431818181818,-0.054090909090909,-0.975506954371566,20.529090909090908,83.36260869565217,0.0026839426191578,0.0031289313247961,0.0007125044531527,0.000186706497386
1997-08-31,-418.6805839392505,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,0.0017486342369181,0.0019885114032971,0.002169372144736,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,-1.0,-0.0,-0.0026437541308657,5.553809523809524,1.037431818181818,-0.0509523809523809,-0.975506954371566,23.084761904761905,86.96238095238095,0.0026839426191578,0.0031289313247961,0.0007125044531527,0.000186706497386
1997-09-30,-409.0707417286925,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,0.0017486342369181,0.0019885114032971,0.002169372144736,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,-1.0,-0.0,-0.0026437541308657,5.584545454545455,1.037431818181818,-0.0809523809523809,-0.975506954371566,23.812380952380952,85.055,0.0026839426191578,0.0031289313247961,0.0007125044531527,0.000186706497386
1997-10-31,-522.6791569728597,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,0.0012824623276692,0.0019885114032971,0.0025665704202761,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,0.6,0.0016,-0.0026437541308657,5.518260869565218,1.037431818181818,0.0236363636363636,-0.975506954371566,23.87086956521739,95.95869565217392,0.0490797546012269,0.0321088756002005,0.0007125044531527,0.000186706497386
1997-11-30,-418.0924300932319,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,0.0003202049311561,0.0019885114032971,0.0009600000000002,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,0.6,0.0032051282051281,-0.0026437541308657,5.5465,1.037431818181818,0.0883333333333333,-0.975506954371566,32.20611111111111,94.0975,0.069887834339948,0.1323743471187601,0.0007125044531527,0.000186706497386
1997-12-31,-349.58451686294126,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,-0.0022407170294497,0.0019885114032971,-0.0025575447570326,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0576520511463111,0.0164132081017423,0.0692693490987242,0.0487975517463725,-0.8678977580237702,0.6,0.0057877813504824,-0.0026437541308657,5.542173913043478,1.037431818181818,0.1413636363636363,-0.975506954371566,26.27636363636364,83.3595652173913,0.1235663082437277,-0.1227725267800883,0.0007125044531527,0.000186706497386
1998-01-31,-469.6268825128264,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,-0.0048123195380178,0.0019885114032971,-0.0064102564102557,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0662809260947479,0.1691903884922584,0.2231964224108075,0.1982690973399267,-0.8678977580237702,6.7,0.0100258732212158,-0.0026437541308657,5.528181818181818,1.037431818181818,-0.068,-0.975506954371566,23.8665,101.82681818181818,0.0294680596538798,-0.0907941615906215,0.0007125044531527,0.000186706497386
1998-02-28,-533.529008821174,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,-0.0083816892327531,0.0019885114032971,-0.01,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0667719005660697,0.1781411921485116,0.2286111002926401,0.217302430527263,-0.8678977580237702,6.7,0.0150277687030383,-0.0026437541308657,5.524500000000001,1.037431818181818,-0.0794736842105263,-0.975506954371566,19.998947368421053,90.8585,0.0403997366076616,-0.4349955757805588,0.0007125044531527,0.000186706497386
1998-03-31,-594.1151965042828,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,-0.0159297789336797,0.0019885114032971,-0.0192245030954713,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0689455558292176,0.1910973965830635,0.2281295543814578,0.2223376048876328,-0.8678977580237702,6.7,0.0192371475953565,-0.0026437541308657,5.519545454545455,1.037431818181818,-0.0295454545454545,-0.975506954371566,20.158636363636365,82.35954545454545,-0.0385331347728966,-0.1541473236758208,0.0007125044531527,0.000186706497386
1998-04-30,-904.5560574635128,0.0880210493469073,0.1184292475467501,-0.1549330379288811,1.0,0.0185393075681962,0.6,0.0006347740006169,1.1,-0.022794846382557,0.0019885114032971,-0.0308970099667781,0.0028487822588048,0.0040107732745955,0.0055650003433349,-0.0225573360362316,0.0,0.0,0.0012409090909084,-0.0359736842105262,-0.2590835497835502,0.0154000000000003,-0.0466363636363633,-0.1059523809523801,-0.9177629598436998,0.0864913390246259,0.2022728692891703,0.2387550649169923,0.2201432152445954,-0.8678977580237702,0.8,0.0175853905985796,-0.0026437541308657,5.455454545454545,1.037431818181818,0.0236363636363636,-0.975506954371566,22.02857142857143,80.77227272727272,-0.069080348499516,0.0348475831514911,0.0007125044531527,0.000186706497386
